retention_level,race_id,actual_dem_margin,actual_winner,layer_2_margin_dem,layer_3_margin_dem,layer_2_dem_probability,layer_3_dem_probability,probability_change_dem,margin_change_dem,layer_2_correct_winner,layer_3_correct_winner,winner_call_changed,characteristics_elasticity,district_elasticity
0.0,CT-2,18.047159782620135,D,11.263333333333334,11.263333333333334,0.8497728393184043,0.8497728393184043,0.0,0.0,True,True,False,0.8484730442262677,1.0
0.0,CT-3,16.163131410956478,D,19.563333333333333,19.563333333333333,0.9530123736580794,0.9530123736580794,0.0,0.0,True,True,False,0.943322934995586,1.0
0.0,CT-4,19.879788549838192,D,30.863333333333333,30.863333333333333,0.9914072376834657,0.9914072376834657,0.0,0.0,True,True,False,1.029493822261648,1.0
0.0,CT-5,0.1876438865937115,D,10.563333333333333,10.563333333333333,0.8355011582424807,0.8355011582424807,0.0,0.0,True,True,False,0.9747729441902064,1.0
0.0,DE-AL,12.502759218900106,D,18.863333333333333,18.863333333333333,0.9479477460102068,0.9479477460102068,0.0,0.0,True,True,False,1.300883258176387,1.0
0.0,FL-1,-35.720868177816904,R,-36.43666666666667,-36.43666666666667,0.0036635914417144327,0.0036635914417144327,0.0,0.0,True,True,False,0.7714909874747254,1.0
0.0,FL-2,-19.603568809744218,R,-13.136666666666667,-13.136666666666667,0.11701297904616528,0.11701297904616528,0.0,0.0,True,True,False,0.6764002592033548,1.0
0.0,FL-3,-26.227039625403226,R,-18.236666666666668,-18.236666666666668,0.05702010562203405,0.05702010562203405,0.0,0.0,True,True,False,0.8288988239624137,1.0
0.0,FL-4,-20.902361521034063,R,-8.836666666666668,-8.836666666666668,0.20432366169537325,0.20432366169537325,0.0,0.0,True,True,False,0.7687334062921715,1.0
0.0,FL-7,-17.065004686652085,R,-7.636666666666667,-7.636666666666667,0.23597551365995031,0.23597551365995031,0.0,0.0,True,True,False,0.8991913839947062,1.0
0.0,FL-8,-29.820460071067888,R,-21.736666666666668,-21.736666666666668,0.03408881500891177,0.03408881500891177,0.0,0.0,True,True,False,0.9808184223471188,1.0
0.0,FL-9,7.270912397216951,D,17.263333333333332,17.263333333333332,0.934373546754036,0.934373546754036,0.0,0.0,True,True,False,1.1263627919156234,1.0
0.0,FL-10,19.564303936771548,D,29.663333333333334,29.663333333333334,0.9896829803331693,0.9896829803331693,0.0,0.0,True,True,False,0.6471112780401126,1.0
