retention_level,race_id,characteristics_elasticity_original,district_elasticity_used,layer_2_environment_component,layer_3_environment_component,layer_2_margin_dem,layer_3_margin_dem,layer_3_minus_layer_2_margin,scored
0.0,CA-22,1.193693717622195,1.0,-2.136666666666667,-2.136666666666667,8.763333333333334,8.763333333333334,0.0,True
0.0,CA-23,1.0761232260535945,1.0,-2.136666666666667,-2.136666666666667,-13.936666666666667,-13.936666666666667,0.0,True
0.0,CA-24,1.0013716358710074,1.0,-2.136666666666667,-2.136666666666667,28.963333333333335,28.963333333333335,0.0,True
0.0,CA-25,1.3041654586142213,1.0,-2.136666666666667,-2.136666666666667,15.163333333333334,15.163333333333334,0.0,True
0.0,CA-26,1.064078890783359,1.0,-2.136666666666667,-2.136666666666667,19.863333333333333,19.863333333333333,0.0,True
0.0,CA-27,1.0711488532627695,1.0,-2.136666666666667,-2.136666666666667,8.263333333333334,8.263333333333334,0.0,True
0.0,CA-28,0.8230613194599838,1.0,-2.136666666666667,-2.136666666666667,34.06333333333333,34.06333333333333,0.0,True
0.0,CA-29,0.8813414077064432,1.0,-2.136666666666667,-2.136666666666667,51.16333333333333,51.16333333333333,0.0,False
0.0,CA-30,0.9044975846728134,1.0,-2.136666666666667,-2.136666666666667,46.06333333333333,46.06333333333333,0.0,False
0.0,CA-31,1.3770038369226718,1.0,-2.136666666666667,-2.136666666666667,30.963333333333335,30.963333333333335,0.0,True
0.0,CA-32,0.988187300753026,1.0,-2.136666666666667,-2.136666666666667,40.66333333333333,40.66333333333333,0.0,True
0.0,CA-33,1.245759829787593,1.0,-2.136666666666667,-2.136666666666667,25.163333333333334,25.163333333333334,0.0,True
0.0,CA-34,0.8954904491985156,1.0,-2.136666666666667,-2.136666666666667,64.06333333333333,64.06333333333333,0.0,False
0.0,CA-35,0.9992003385216632,1.0,-2.136666666666667,-2.136666666666667,25.463333333333335,25.463333333333335,0.0,True
0.0,CA-36,0.5851176280565692,1.0,-2.136666666666667,-2.136666666666667,43.96333333333333,43.96333333333333,0.0,True
0.0,CA-37,0.757243444994774,1.0,-2.136666666666667,-2.136666666666667,71.16333333333333,71.16333333333333,0.0,False
0.0,CA-38,1.057100043725446,1.0,-2.136666666666667,-2.136666666666667,30.063333333333333,30.063333333333333,0.0,True
0.0,CA-39,1.245313394443596,1.0,-2.136666666666667,-2.136666666666667,25.963333333333335,25.963333333333335,0.0,True
0.0,CA-40,1.0170275977386976,1.0,-2.136666666666667,-2.136666666666667,-2.2366666666666672,-2.2366666666666672,0.0,True
0.0,CA-41,1.066921621293381,1.0,-2.136666666666667,-2.136666666666667,-5.236666666666667,-5.236666666666667,0.0,True
0.0,CA-42,0.5877471452621958,1.0,-2.136666666666667,-2.136666666666667,43.66333333333333,43.66333333333333,0.0,True
0.0,CA-43,0.7216655069908435,1.0,-2.136666666666667,-2.136666666666667,63.66333333333333,63.66333333333333,0.0,True
0.0,CA-44,0.817372247999085,1.0,-2.136666666666667,-2.136666666666667,48.06333333333333,48.06333333333333,0.0,True
0.0,CA-45,0.8895287936291767,1.0,-2.136666666666667,-2.136666666666667,2.0633333333333326,2.0633333333333326,0.0,True
0.0,CA-46,0.9782178773538022,1.0,-2.136666666666667,-2.136666666666667,30.263333333333332,30.263333333333332,0.0,True
0.0,CA-47,1.066759921296506,1.0,-2.136666666666667,-2.136666666666667,10.963333333333333,10.963333333333333,0.0,True
0.0,CA-48,1.156553941713217,1.0,-2.136666666666667,-2.136666666666667,-16.436666666666667,-16.436666666666667,0.0,True
0.0,CA-49,1.0707778393924794,1.0,-2.136666666666667,-2.136666666666667,11.263333333333334,11.263333333333334,0.0,True
0.0,CA-50,1.0111956318881072,1.0,-2.136666666666667,-2.136666666666667,32.96333333333334,32.96333333333334,0.0,True
0.0,CA-51,0.8471758602670554,1.0,-2.136666666666667,-2.136666666666667,25.163333333333334,25.163333333333334,0.0,True
0.0,CA-52,1.2291643208227176,1.0,-2.136666666666667,-2.136666666666667,36.76333333333333,36.76333333333333,0.0,True
0.0,CO-1,0.5522854196509811,1.0,-2.136666666666667,-2.136666666666667,61.16333333333333,61.16333333333333,0.0,True
0.0,CO-2,0.7921119174145143,1.0,-2.136666666666667,-2.136666666666667,39.76333333333333,39.76333333333333,0.0,True
