cycle,state,districts,winner_accuracy,mean_margin_error_dem_bias,mean_abs_margin_error,actual_dem_wins,predicted_dem_wins,expected_dem_wins,tested_environment_multiplier,tested_total_error_sd
2018,CA,4,0.75,-3.78,3.78,4,3,2.236605957898698,0.95,7.5
2018,GA,1,1.0,4.17,4.17,1,1,0.6658186070270513,0.95,7.5
2018,IA,2,1.0,0.27,0.6999999999999997,2,2,1.2549459804198275,0.95,7.5
2018,KS,1,1.0,-1.83,1.83,1,1,0.7406468603359201,0.95,7.5
2018,ME,1,0.0,-4.630000000000001,4.630000000000001,1,0,0.381308029398707,0.95,7.5
2018,MI,1,0.0,-6.53,6.53,1,0,0.4990000013333311,0.95,7.5
2018,NJ,3,1.0,4.57,7.523333333333333,3,3,2.202493248847999,0.95,7.5
2018,NM,1,1.0,-0.2299999999999993,0.2299999999999993,0,0,0.4327434366660818,0.95,7.5
2018,NY,1,0.0,-4.2299999999999995,4.2299999999999995,1,0,0.4956667751572343,0.95,7.5
2018,OK,1,0.0,-5.630000000000001,5.630000000000001,1,0,0.3626224430183002,0.95,7.5
2018,PA,1,0.0,7.17,7.17,0,1,0.6477887114066193,0.95,7.5
2018,SC,1,0.0,-5.33,5.33,1,0,0.3719173766111499,0.95,7.5
2018,TX,1,1.0,0.3699999999999992,0.3699999999999992,1,1,0.6687787410967505,0.95,7.5
2018,VA,1,1.0,-1.83,1.83,1,1,0.5056664240618473,0.95,7.5
2022,AK,1,0.0,-20.86,20.86,1,0,0.1923726047286643,0.95,7.5
2022,AZ,2,1.0,-1.1599999999999997,1.1599999999999997,0,0,0.8277368567297775,0.95,7.5
2022,CA,3,0.0,12.54,12.54,0,3,2.267219963147304,0.95,7.5
2022,CO,1,1.0,-12.260000000000002,12.260000000000002,0,0,0.159583093994581,0.95,7.5
2022,ME,1,1.0,-0.96,0.96,0,0,0.2752793240658177,0.95,7.5
2022,MI,1,1.0,5.040000000000001,5.040000000000001,0,0,0.4880023034692821,0.95,7.5
2022,NC,1,1.0,-0.3599999999999999,0.3599999999999999,0,0,0.3709834769552774,0.95,7.5
2022,NM,1,1.0,2.640000000000001,2.640000000000001,1,1,0.6095291209813931,0.95,7.5
2022,NY,2,0.0,6.49,6.49,0,2,1.3290164829329392,0.95,7.5
2022,OH,2,1.0,-2.91,2.91,2,2,1.1487598660841976,0.95,7.5
2022,OR,1,0.0,8.24,8.24,0,1,0.693953237172559,0.95,7.5
2022,PA,1,0.0,-2.5599999999999996,2.5599999999999996,1,0,0.4813420008961645,0.95,7.5
